,pi_key,discipline_classification,discipline.group,Id,Group,Sex,ACTIVITY,unique_activities,unique_activity_grouped,unique_activity_sep_5plus,project_count,project_sep_8plus,activity_per_project,Act_per_proj_quant,Act_per_proj_4grp,activity_grouped
666,nih_1912376,PHAR,PHAR,"Wedegaertner, Philip B",study,M,R56,2,1 to 2,2,3,3,0.666666667,4,3,R
667,nih_1912633,PHAR,PHAR,"Floyd, Scott R",study,M,U54,4,3 to 4,4,5,5,0.8,5,4,U
668,nih_1915712,MEDI,MEDI,"Perrella, Mark A",comp,M,P01,3,3 to 4,3,6,6,0.5,2,2,P01
669,nih_1916052,IMMU,IMMU,"Kirchhausen, Tomas",study,M,U19,5,5+,5+,6,6,0.833333333,5,4,U
670,nih_1918530,MEDI,MEDI,"Nickerson, Deborah A",comp,F,R01,2,1 to 2,2,5,5,0.4,2,1,R01
671,nih_1921644,AGRI,AGRI,"Pazour, Gregory J",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
672,nih_1921962,MULT,MULT,"Patel, Smita S",study,F,R37,2,1 to 2,2,4,4,0.5,2,2,R
673,nih_1922833,PHAR,PHAR,"Schiffer, Celia A",study,F,P01,6,5+,5+,11,8+,0.545454545,3,3,P01
674,nih_1922866,MULT,MULT,"Lima, Christopher D",study,M,P41,2,1 to 2,2,5,5,0.4,2,1,P41
675,nih_1922998,CENG,CENG,"Bertozzi, Carolyn R",study,F,R37,3,3 to 4,3,7,7,0.428571429,2,2,R
676,nih_1923696,NEUR,NEUR,"Zipfel, Warren R",comp,M,P41,3,3 to 4,3,5,5,0.6,4,3,P41
677,nih_1923715,CENG,CENG,"Longaker, Michael T",comp,M,U01,5,5+,5+,13,8+,0.384615385,2,1,U
678,nih_1924132,AGRI,AGRI,"Burd, Christopher G",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
679,nih_1924153,MULT,MULT,"Hannon, Gregory J",study,M,P01,6,5+,5+,7,7,0.857142857,5,4,P01
680,nih_1924755,AGRI,AGRI,"Beachy, Philip A",comp,M,R01,3,3 to 4,3,5,5,0.6,4,3,R01
681,nih_1924909,MULT,MULT,"Hampton, Randolph Y",comp,M,R37,2,1 to 2,2,3,3,0.666666667,4,3,R
682,nih_1925088,BIOC,BIOC,"Chan, David C",study,M,P41,2,1 to 2,2,4,4,0.5,2,2,P41
683,nih_1925564,IMMU,IMMU,"Bjorkman, Pamela J",comp,F,P50,6,5+,5+,8,8+,0.75,5,4,P
684,nih_1925851,IMMU,IMMU,"Padgett, Richard A",study,M,R01,2,1 to 2,2,6,6,0.333333333,1,1,R01
685,nih_1925859,AGRI,AGRI,"Sekelsky, Jeff J",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
686,nih_1925912,AGRI,AGRI,"Zamore, Phillip D",study,M,R37,4,3 to 4,4,6,6,0.666666667,4,3,R
687,nih_1926097,MEDI,MEDI,"Brown, Nancy J",comp,F,M01,4,3 to 4,4,9,8+,0.444444444,2,2,M
688,nih_1926481,AGRI,AGRI,"Almasy, Laura A",comp,F,P01,3,3 to 4,3,7,7,0.428571429,2,2,P01
689,nih_1926731,NEUR,NEUR,"Garden, Gwenn A",comp,F,P30,3,3 to 4,3,7,7,0.428571429,2,2,P
690,nih_1926872,BIOC,BIOC,"Sondek, John E",study,M,P01,2,1 to 2,2,6,6,0.333333333,1,1,P01
691,nih_1927510,NEUR,NEUR,"Gavis, Elizabeth R",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
692,nih_1928078,NEUR,NEUR,"Cole, Philip A",study,M,U54,3,3 to 4,3,6,6,0.5,2,2,U
693,nih_1928374,NEUR,NEUR,"Koleske, Anthony J",comp,M,R01,2,1 to 2,2,6,6,0.333333333,1,1,R01
694,nih_1928383,AGRI,AGRI,"Villeneuve, Anne M",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
695,nih_1928457,IMMU,IMMU,"Mitchell, Aaron P",comp,M,P01,4,3 to 4,4,11,8+,0.363636364,1,1,P01
696,nih_1928507,BIOC,BIOC,"Reese, Joseph C",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
697,nih_1929380,BIOC,BIOC,"Keeney, Scott",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
698,nih_1929498,AGRI,AGRI,"Schmidt, Martin C",study,M,P41,2,1 to 2,2,2,2,1,5,4,P41
699,nih_1929748,MULT,MULT,"Porter, Mary E",study,F,P41,3,3 to 4,3,3,3,1,5,4,P41
700,nih_1929976,IMMU,IMMU,"Rice, Phoebe A",study,F,R01,3,3 to 4,3,7,7,0.428571429,2,2,R01
701,nih_1930482,AGRI,AGRI,"Axelrod, Jeffrey D",study,M,R37,2,1 to 2,2,4,4,0.5,2,2,R
702,nih_1931088,AGRI,AGRI,"Assoian, Richard",comp,M,P01,2,1 to 2,2,9,8+,0.222222222,1,1,P01
703,nih_1931123,AGRI,AGRI,"Bustamante, Carlos D",comp,M,P50,3,3 to 4,3,6,6,0.5,2,2,P
704,nih_1931229,MULT,MULT,"Query, Charles C",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
705,nih_1931281,MULT,MULT,"Lee, Jeannie T",study,F,R37,3,3 to 4,3,5,5,0.6,4,3,R
706,nih_1935794,MULT,MULT,"Farese, Robert V",comp,M,R01,2,1 to 2,2,2,2,1,5,4,R01
707,nih_1940235,MULT,MULT,"Moazed, Danesh",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
708,nih_1940279,BIOC,BIOC,"Payne, Gregory S",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
709,nih_1940498,BIOC,BIOC,"Bentley, David L",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
710,nih_1940958,AGRI,AGRI,"Broach, James R",study,M,P01,2,1 to 2,2,3,3,0.666666667,4,3,P01
711,nih_1946121,IMMU,IMMU,"Spearman, Paul W",comp,M,P30,3,3 to 4,3,10,8+,0.3,1,1,P
712,nih_1950624,CENG,CENG,"Moore, Bradley S",comp,M,P01,3,3 to 4,3,7,7,0.428571429,2,2,P01
713,nih_1955021,AGRI,AGRI,"Kravitz, Edward A",study,M,R01,2,1 to 2,2,4,4,0.5,2,2,R01
714,nih_1955185,AGRI,AGRI,"Guthrie, Christine",study,F,R01,1,1 to 2,1,1,1,1,5,4,R01
715,nih_1955188,IMMU,IMMU,"Losick, Richard M",study,M,P01,2,1 to 2,2,2,2,1,5,4,P01
716,nih_1955194,AGRI,AGRI,"Rosenbaum, Joel L",study,M,R01,2,1 to 2,2,2,2,1,5,4,R01
717,nih_1955425,PHAR,PHAR,"Liu, Jun O",comp,M,RC4,4,3 to 4,4,8,8+,0.5,2,2,RC
718,nih_1955627,NEUR,NEUR,"Kennedy, Robert T",comp,M,P41,3,3 to 4,3,7,7,0.428571429,2,2,P41
719,nih_1956278,NEUR,NEUR,"Palczewski, Krzysztof",comp,M,U01,5,5+,5+,11,8+,0.454545455,2,2,U
720,nih_1963356,AGRI,AGRI,"Perrimon, Norbert",study,M,P01,3,3 to 4,3,11,8+,0.272727273,1,1,P01
721,nih_1964273,NEUR,NEUR,"Zhu, Michael X",comp,M,P30,3,3 to 4,3,8,8+,0.375,2,1,P
722,nih_1964353,BIOC,BIOC,"Davidson, Victor L",study,M,R37,2,1 to 2,2,2,2,1,5,4,R
723,nih_1964364,CENG,CENG,"Muir, Tom",study,M,RC2,5,5+,5+,10,8+,0.5,2,2,RC
724,nih_1964439,CHEM,CHEM,"Corn, Robert M",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
725,nih_1964483,IMMU,IMMU,"Parkinson, John S",study,M,R37,3,3 to 4,3,4,4,0.75,5,4,R
726,nih_1964508,AGRI,AGRI,"Gelfand, Vladimir I",study,M,P01,3,3 to 4,3,3,3,1,5,4,P01
727,nih_1964524,IMMU,IMMU,"Brun, Yves V",study,M,R01,1,1 to 2,1,4,4,0.25,1,1,R01
728,nih_1964607,BIOC,BIOC,"Tamm, Lukas K",study,M,P01,3,3 to 4,3,4,4,0.75,5,4,P01
729,nih_1964621,AGRI,AGRI,"Horvitz, H R",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
730,nih_1964851,AGRI,AGRI,"Goldberg, Michael L",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
731,nih_1964871,AGRI,AGRI,"Mitchison, Timothy J",study,M,P50,5,5+,5+,9,8+,0.555555556,3,3,P
732,nih_1964879,NEUR,NEUR,"Lin, Danyu",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
733,nih_1964913,MULT,MULT,"White, Stephen H",study,M,U54,3,3 to 4,3,6,6,0.5,2,2,U
734,nih_1965001,AGRI,AGRI,"Benfey, Philip N",study,M,P50,2,1 to 2,2,2,2,1,5,4,P
735,nih_1965035,PHAR,PHAR,"Roberts, L J",study,M,P01,3,3 to 4,3,3,3,1,5,4,P01
736,nih_1965058,MULT,MULT,"Frank, Joachim",study,M,R37,3,3 to 4,3,4,4,0.75,5,4,R
737,nih_1965098,AGRI,AGRI,"Arnheim, Norman",study,M,R37,2,1 to 2,2,2,2,1,5,4,R
738,nih_1965221,MULT,MULT,"Thorner, Jeremy W",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
739,nih_1965444,PHAR,PHAR,"Metcalf, William W",study,M,P01,2,1 to 2,2,2,2,1,5,4,P01
740,nih_1967618,NEUR,NEUR,"Rudnick, Gary W",comp,M,P01,2,1 to 2,2,4,4,0.5,2,2,P01
741,nih_1968362,CENG,CENG,"Vajda, Sandor",study,M,P42,2,1 to 2,2,3,3,0.666666667,4,3,P
742,nih_1968808,IMMU,IMMU,"Swaminathan, Sankar",comp,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
743,nih_1969455,IMMU,IMMU,"Beutler, Bruce A",study,M,U54,5,5+,5+,8,8+,0.625,4,3,U
744,nih_1969635,AGRI,AGRI,"Relman, David A",comp,M,U54,8,5+,5+,16,8+,0.5,2,2,U
745,nih_1969643,IMMU,IMMU,"Peterlin, Boris M",comp,M,U19,3,3 to 4,3,3,3,1,5,4,U
746,nih_1970221,CENG,CENG,"Romesberg, Floyd E",study,M,P41,4,3 to 4,4,8,8+,0.5,2,2,P41
747,nih_1971652,MEDI,MEDI,"Rosen, Clifford J",comp,M,R01,3,3 to 4,3,8,8+,0.375,2,1,R01
748,nih_1973518,AGRI,AGRI,"Mullins, R D",study,M,R01,1,1 to 2,1,4,4,0.25,1,1,R01
749,nih_1975934,MULT,MULT,"Brunger, Axel T",comp,M,P41,3,3 to 4,3,3,3,1,5,4,P41
750,nih_1978704,ENGI,OTHER,"Ateshian, Gerard A",comp,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
751,nih_1991213,CENG,CENG,"Castner, David G",comp,M,P41,2,1 to 2,2,3,3,0.666666667,4,3,P41
752,nih_2059300,CENG,CENG,"Kaplan, David L",comp,M,P41,4,3 to 4,4,16,8+,0.25,1,1,P41
753,nih_2063694,NEUR,NEUR,"Geiger, Jonathan D",comp,M,P20,5,5+,5+,7,7,0.714285714,5,4,P
754,nih_2081368,PHAR,PHAR,"Shoichet, Brian K",study,M,P41,4,3 to 4,4,7,7,0.571428571,4,3,P41
755,nih_2081464,MEDI,MEDI,"Aird, William C",comp,M,P01,3,3 to 4,3,10,8+,0.3,1,1,P01
756,nih_2083900,NEUR,NEUR,"Sengupta, Piali",study,F,P30,4,3 to 4,4,6,6,0.666666667,4,3,P
757,nih_2090870,NEUR,NEUR,"Ryan, Timothy A",comp,M,P01,3,3 to 4,3,5,5,0.6,4,3,P01
758,nih_2091450,AGRI,AGRI,"Amon, Angelika B",study,F,P30,2,1 to 2,2,4,4,0.5,2,2,P
759,nih_2091631,BIOC,BIOC,"Mchaourab, Hassane S",comp,M,U54,3,3 to 4,3,5,5,0.6,4,3,U
760,nih_2093298,AGRI,AGRI,"Cyr, Douglas M",study,M,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
761,nih_2100210,MULT,MULT,"Jiang, Jin",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
762,nih_2105478,AGRI,AGRI,"Godzik, Adam",study,M,UM1,6,5+,5+,10,8+,0.6,4,3,UM
763,nih_2106767,IMMU,IMMU,"Cheng, Genhong",comp,M,U19,5,5+,5+,11,8+,0.454545455,2,2,U
764,nih_2132494,PHAR,PHAR,"Cravatt, Benjamin F",comp,M,U54,6,5+,5+,14,8+,0.428571429,2,2,U
765,nih_2165137,AGRI,AGRI,"Burridge, Keith",comp,M,U54,5,5+,5+,8,8+,0.625,4,3,U
766,nih_2174668,BIOC,BIOC,"Winey, Mark",study,M,P41,4,3 to 4,4,7,7,0.571428571,4,3,P41
767,nih_2180106,CENG,CENG,"Kiessling, Laura L",study,F,P41,3,3 to 4,3,6,6,0.5,2,2,P41
768,nih_2201674,NEUR,NEUR,"Stein, Charles M",comp,M,M01,4,3 to 4,4,4,4,1,5,4,M
769,nih_2204334,AGRI,AGRI,"Wong, Wing H",comp,M,P20,2,1 to 2,2,10,8+,0.2,1,1,P
770,nih_2211633,MULT,MULT,"Brugge, Joan S",comp,F,U54,4,3 to 4,4,6,6,0.666666667,4,3,U
771,nih_2212695,CHEM,CHEM,"Thorson, Jon S",comp,M,P41,4,3 to 4,4,7,7,0.571428571,4,3,P41
772,nih_2261585,BIOC,BIOC,"Tsukiyama, Toshio",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
773,nih_2278093,CENG,CENG,"Vyavahare, Naren R",comp,M,P20,3,3 to 4,3,6,6,0.5,2,2,P
774,nih_2279756,BIOC,BIOC,"Shilatifard, Ali",comp,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
775,nih_2401605,CENG,CENG,"Stubbe, Joanne",study,F,P41,2,1 to 2,2,5,5,0.4,2,1,P41
776,nih_2408887,PHAR,PHAR,"Higgins, Stephen T",comp,M,P50,5,5+,5+,9,8+,0.555555556,3,3,P
777,nih_2412815,MULT,MULT,"Smithies, Oliver",comp,M,R01,3,3 to 4,3,6,6,0.5,2,2,R01
778,nih_2414009,IMMU,IMMU,"Dustin, Michael L",comp,M,P01,6,5+,5+,11,8+,0.545454545,3,3,P01
779,nih_2415974,COMP,OTHER,"Hunter, Lawrence E",comp,M,U01,2,1 to 2,2,5,5,0.4,2,1,U
780,nih_2418842,IMMU,IMMU,"Ochoa, Augusto C",comp,M,P20,4,3 to 4,4,8,8+,0.5,2,2,P
781,nih_2419166,MULT,MULT,"Wickens, Marvin P",study,M,R01,2,1 to 2,2,2,2,1,5,4,R01
782,nih_2419797,MULT,MULT,"Feigon, Juli F",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
783,nih_2424126,CHEM,CHEM,"Chance, Mark R",comp,M,P30,8,5+,5+,17,8+,0.470588235,2,2,P
784,nih_2427729,AGRI,AGRI,"Handel, Mary A",comp,F,P01,2,1 to 2,2,4,4,0.5,2,2,P01
785,nih_2430585,PHAR,PHAR,"Poulos, Thomas L",study,M,P41,3,3 to 4,3,5,5,0.6,4,3,P41
786,nih_2432142,MULT,MULT,"Bieker, James J",comp,M,P60,4,3 to 4,4,8,8+,0.5,2,2,P
787,nih_2448085,NEUR,NEUR,"Shapiro, Lawrence",study,M,P41,5,5+,5+,10,8+,0.5,2,2,P41
788,nih_2452885,NEUR,NEUR,"Desplan, Claude",comp,M,R01,1,1 to 2,1,4,4,0.25,1,1,R01
789,nih_2534404,CHEM,CHEM,"Xu, Yan",study,F,P01,4,3 to 4,4,10,8+,0.4,2,1,P01
790,nih_2787897,MULT,MULT,"Xue, Ding",study,M,R01,1,1 to 2,1,4,4,0.25,1,1,R01
791,nih_2787922,CENG,CENG,"Hammer, Daniel A",comp,M,P01,3,3 to 4,3,8,8+,0.375,2,1,P01
792,nih_2793446,MULT,MULT,"Eck, Michael J",comp,M,P41,4,3 to 4,4,9,8+,0.444444444,2,2,P41
793,nih_2793451,AGRI,AGRI,"Gladyshev, Vadim N",study,M,P20,6,5+,5+,11,8+,0.545454545,3,3,P
794,nih_2967455,AGRI,AGRI,"Barrick, Douglas E",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
795,nih_3052045,IMMU,IMMU,"Severinov, Konstantin V",study,M,U54,4,3 to 4,4,7,7,0.571428571,4,3,U
796,nih_3052845,AGRI,AGRI,"Khodjakov, Alexey L",study,M,P41,2,1 to 2,2,2,2,1,5,4,P41
797,nih_3054378,IMMU,IMMU,"Stuart, Kenneth D",comp,M,R01,4,3 to 4,4,9,8+,0.444444444,2,2,R01
798,nih_3054829,CENG,CENG,"Morken, James P",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
799,nih_3058423,CHEM,CHEM,"Barton, Jacqueline K",study,F,R37,2,1 to 2,2,4,4,0.5,2,2,R
800,nih_3095885,CHEM,CHEM,"Schepartz, Alanna",study,F,R01,1,1 to 2,1,5,5,0.2,1,1,R01
801,nih_3102492,MEDI,MEDI,"Miner, Jeffrey H",comp,M,P30,4,3 to 4,4,12,8+,0.333333333,1,1,P
802,nih_3119619,AGRI,AGRI,"Salzberg, Steven L",comp,M,R01,1,1 to 2,1,6,6,0.166666667,1,1,R01
803,nih_3131262,IMMU,IMMU,"Liddington, Robert",comp,M,U54,5,5+,5+,5,5,1,5,4,U
804,nih_3134496,IMMU,IMMU,"Taylor, Ronald K",comp,M,U54,4,3 to 4,4,5,5,0.8,5,4,U
805,nih_3169176,PHAR,PHAR,"Dean, David A",comp,M,P01,3,3 to 4,3,9,8+,0.333333333,1,1,P01
806,nih_6064491,IMMU,IMMU,"Koretzky, Gary A",study,M,P01,3,3 to 4,3,5,5,0.6,4,3,P01
807,nih_6074450,IMMU,IMMU,"Bushman, Frederic D",comp,M,P51,8,5+,5+,14,8+,0.571428571,4,3,P
808,nih_6089740,IMMU,IMMU,"Zhou, Z H",comp,M,P41,2,1 to 2,2,6,6,0.333333333,1,1,P41
809,nih_6106905,BIOC,BIOC,"Yang, Xiaolu",comp,M,R01,2,1 to 2,2,6,6,0.333333333,1,1,R01
810,nih_6107732,CENG,CENG,"Bellis, Susan L",comp,F,P60,4,3 to 4,4,7,7,0.571428571,4,3,P
811,nih_6108509,PHAR,PHAR,"Bennett, Anton M",comp,M,P01,2,1 to 2,2,5,5,0.4,2,1,P01
812,nih_6108679,AGRI,AGRI,"Babbitt, Patricia C",study,F,P01,3,3 to 4,3,3,3,1,5,4,P01
813,nih_6116742,MULT,MULT,"Penczek, Pawel A",study,M,P01,4,3 to 4,4,6,6,0.666666667,4,3,P01
814,nih_6133591,MULT,MULT,"Mathis, Diane J",comp,F,RC2,5,5+,5+,10,8+,0.5,2,2,RC
815,nih_6139526,IMMU,IMMU,"Casadevall, Arturo",comp,M,U54,5,5+,5+,8,8+,0.625,4,3,U
816,nih_6167174,IMMU,IMMU,"Galan, Jorge E",comp,M,U54,3,3 to 4,3,8,8+,0.375,2,1,U
817,nih_6174570,MULT,MULT,"Benoist, Christophe O",comp,M,RC2,6,5+,5+,9,8+,0.666666667,4,3,RC
818,nih_6189103,CHEM,CHEM,"Zheng, Xiaofeng S",comp,F,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
819,nih_6199929,AGRI,AGRI,"Cooper, John A",study,M,R01,1,1 to 2,1,4,4,0.25,1,1,R01
820,nih_6223756,PHAR,PHAR,"Thummel, Kenneth E",study,M,M01,5,5+,5+,6,6,0.833333333,5,4,M
821,nih_6225979,NEUR,NEUR,"Schon, Eric A",comp,M,P01,3,3 to 4,3,6,6,0.5,2,2,P01
822,nih_6228781,NEUR,NEUR,"Anderson, Richard A",study,M,P01,2,1 to 2,2,4,4,0.5,2,2,P01
823,nih_6238739,PHAR,PHAR,"Eaton, David L",comp,M,U19,3,3 to 4,3,6,6,0.5,2,2,U
824,nih_6244533,CENG,CENG,"Axelsen, Paul H",comp,M,P41,3,3 to 4,3,7,7,0.428571429,2,2,P41
825,nih_6256752,IMMU,IMMU,"Golenbock, Douglas T",study,M,P01,6,5+,5+,11,8+,0.545454545,3,3,P01
826,nih_6296838,IMMU,IMMU,"Watkins, Simon C",comp,M,P30,6,5+,5+,18,8+,0.333333333,1,1,P
827,nih_6298240,IMMU,IMMU,"Clark, Marcus R",study,M,M01,4,3 to 4,4,9,8+,0.444444444,2,2,M
828,nih_6319575,PHAR,PHAR,"Prossnitz, Eric R",comp,M,U54,4,3 to 4,4,10,8+,0.4,2,1,U
829,nih_6320746,MULT,MULT,"Weis, William I",study,M,P41,4,3 to 4,4,7,7,0.571428571,4,3,P41
830,nih_6350682,MULT,MULT,"Thomas, David D",comp,M,U19,5,5+,5+,10,8+,0.5,2,2,U
831,nih_6356426,MEDI,MEDI,"Moore, Jason H",comp,M,P20,5,5+,5+,13,8+,0.384615385,2,1,P
832,nih_6364234,AGRI,AGRI,"Chanfreau, Guillaume F",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
833,nih_6375166,BIOC,BIOC,"Wu, Hao",comp,F,P41,4,3 to 4,4,10,8+,0.4,2,1,P41
834,nih_6380746,NEUR,NEUR,"Cripps, Richard M",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
835,nih_6404316,AGRI,AGRI,"Li, Jian-dong",comp,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
836,nih_6406075,MULT,MULT,"Bartel, David P",study,M,P41,4,3 to 4,4,5,5,0.8,5,4,P41
837,nih_6409573,BIOC,BIOC,"Luger, Karolin",study,F,P01,2,1 to 2,2,3,3,0.666666667,4,3,P01
838,nih_6466329,NULL.,OTHER,"Jazwinski, S M",comp,M,P01,4,3 to 4,4,4,4,1,5,4,P01
839,nih_6477169,AGRI,AGRI,"Mlodzik, Marek",study,M,R01,3,3 to 4,3,9,8+,0.333333333,1,1,R01
840,nih_6483246,MULT,MULT,"Staley, Jonathan P",study,M,R21,2,1 to 2,2,3,3,0.666666667,4,3,R
841,nih_6484112,MULT,MULT,"Sinclair, David A",comp,M,P01,3,3 to 4,3,6,6,0.5,2,2,P01
842,nih_6488610,NEUR,NEUR,"Rout, Michael P",study,M,U54,5,5+,5+,9,8+,0.555555556,3,3,U
843,nih_6530013,AGRI,AGRI,"Wotton, David",comp,M,P01,2,1 to 2,2,5,5,0.4,2,1,P01
844,nih_6598163,NEUR,NEUR,"Yan, Shidu",comp,F,P50,2,1 to 2,2,2,2,1,5,4,P
845,nih_6619701,BIOC,BIOC,"Peterson, Craig L",study,M,P01,3,3 to 4,3,4,4,0.75,5,4,P01
846,nih_6620309,MEDI,MEDI,"Altman, Russ B",study,M,P01,4,3 to 4,4,9,8+,0.444444444,2,2,P01
847,nih_6646931,PHYS,OTHER,"Adams, Paul D",study,M,U01,2,1 to 2,2,3,3,0.666666667,4,3,U
848,nih_6667062,CHEM,CHEM,"Deng, Li",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
849,nih_6667838,NEUR,NEUR,"Vallee, Richard B",comp,M,P41,4,3 to 4,4,6,6,0.666666667,4,3,P41
850,nih_6691044,IMMU,IMMU,"Bieniasz, Paul D",comp,M,R37,3,3 to 4,3,5,5,0.6,4,3,R
851,nih_6691073,CHEM,CHEM,"Caprioli, Richard M",comp,M,P41,6,5+,5+,10,8+,0.6,4,3,P41
852,nih_6721366,IMMU,IMMU,"Cheroutre, Hilde",comp,F,DP1,4,3 to 4,4,7,7,0.571428571,4,3,DP
853,nih_6721519,NEUR,NEUR,"Deshmukh, Mohanish",comp,M,P30,4,3 to 4,4,6,6,0.666666667,4,3,P
854,nih_6724242,NEUR,NEUR,"Pestova, Tatyana V",study,F,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
855,nih_6734606,AGRI,AGRI,"Janmey, Paul A",comp,M,P01,4,3 to 4,4,11,8+,0.363636364,1,1,P01
856,nih_6746193,MULT,MULT,"Tulin, Alexei V",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
857,nih_6780371,NEUR,NEUR,"Oliver, Guillermo C",comp,M,R01,2,1 to 2,2,5,5,0.4,2,1,R01
858,nih_6981209,CENG,CENG,"Macmillan, David W",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
859,nih_7342015,MULT,MULT,"Hsu, Victor W",study,M,U54,2,1 to 2,2,3,3,0.666666667,4,3,U
860,nih_7353712,NEUR,NEUR,"Cooper, Thomas A",comp,M,RC2,2,1 to 2,2,5,5,0.4,2,1,RC
861,nih_7353716,NEUR,NEUR,"Davis, Ronald L",comp,M,RC4,4,3 to 4,4,7,7,0.571428571,4,3,RC
862,nih_7353736,MEDI,MEDI,"Lupski, James R",comp,M,M01,4,3 to 4,4,9,8+,0.444444444,2,2,M
863,nih_7354242,AGRI,AGRI,"Goodell, Margaret",comp,F,P50,5,5+,5+,9,8+,0.555555556,3,3,P
864,nih_7354258,MEDI,MEDI,"Lee, Brendan H",comp,M,M01,6,5+,5+,18,8+,0.333333333,1,1,M
865,nih_7354264,AGRI,AGRI,NA,NA,,NA,2,1 to 2,2,3,3,0.666666667,4,3,NA
866,nih_7354268,PHAR,PHAR,"Jaiswal, Anil K",comp,M,R01,1,1 to 2,1,5,5,0.2,1,1,R01
867,nih_7354530,AGRI,AGRI,"Gutell, Robin R",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
868,nih_7354824,NEUR,NEUR,"Allen, Charles N",comp,M,R56,2,1 to 2,2,5,5,0.4,2,1,R
869,nih_7355008,AGRI,AGRI,"Snell, William J",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
870,nih_7355782,IMMU,IMMU,"Harmsen, Allen G",comp,M,U54,5,5+,5+,10,8+,0.5,2,2,U
871,nih_7355826,MULT,MULT,"Sharp, Phillip A",comp,M,U54,4,3 to 4,4,7,7,0.571428571,4,3,U
872,nih_7684565,NEUR,NEUR,"Moraes, Carlos T",comp,M,R56,3,3 to 4,3,8,8+,0.375,2,1,R
873,nih_7691221,AGRI,AGRI,"Compton, Duane A",study,M,R37,2,1 to 2,2,2,2,1,5,4,R
874,nih_7693793,NEUR,NEUR,"Pfeffer, Suzanne R",comp,F,R01,3,3 to 4,3,4,4,0.75,5,4,R01
875,nih_7705133,MULT,MULT,"Greider, Carol W",comp,F,P01,3,3 to 4,3,6,6,0.5,2,2,P01
876,nih_7709177,MULT,MULT,"Ambros, Victor",study,M,R01,2,1 to 2,2,5,5,0.4,2,1,R01
877,nih_7714754,AGRI,AGRI,"Smith, William",comp,M,R01,1,1 to 2,1,4,4,0.25,1,1,R01
878,nih_7733561,IMMU,IMMU,"Culver, Gloria M",study,F,R01,1,1 to 2,1,1,1,1,5,4,R01
879,nih_7780808,CHEM,CHEM,"Wagner, Gerhard",study,M,P41,5,5+,5+,12,8+,0.416666667,2,2,P41
880,nih_7827539,BIOC,BIOC,"Stevens, Tom H",study,M,R37,2,1 to 2,2,3,3,0.666666667,4,3,R
881,nih_7969598,PHAR,PHAR,"Au, Jessie L",comp,F,R37,3,3 to 4,3,10,8+,0.3,1,1,R
882,nih_8001798,IMMU,IMMU,"Dermody, Terence S",comp,M,R37,3,3 to 4,3,7,7,0.428571429,2,2,R
883,nih_8005790,IMMU,IMMU,"Lohman, Timothy M",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
884,nih_8005932,MULT,MULT,"Kolodner, Richard D",study,M,P30,3,3 to 4,3,5,5,0.6,4,3,P
885,nih_8006252,NEUR,NEUR,"Cleveland, Don W",study,M,RC2,5,5+,5+,9,8+,0.555555556,3,3,RC
886,nih_8015682,AGRI,AGRI,"Neiman, Aaron M",study,M,P41,3,3 to 4,3,4,4,0.75,5,4,P41
887,nih_8020127,NEUR,NEUR,"Chalfie, Martin",study,M,R01,2,1 to 2,2,2,2,1,5,4,R01
