"","Source","Target","Label","Type","PMID_x","PUB_YEAR","COUNTRY","PMID_y","ACTIVITY","avg_discpline_weight","discipline_classification","activity_weight","normalized_discipline_weight","normalized_activity_weight"
"3546","Stevens, Raymond C","Wilson, Ian A",16948158,"Undirected",16948158,2006,"United States",16948158,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3547","Godzik, Adam","Stevens, Raymond C",16779835,"Undirected",16779835,2006,"United States",16779835,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3548","Godzik, Adam","Wilson, Ian A",16779835,"Undirected",16779835,2006,"United States",16779835,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3549","Stevens, Raymond C","Wilson, Ian A",16779835,"Undirected",16779835,2006,"United States",16779835,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3550","Godzik, Adam","Stevens, Raymond C",16287129,"Undirected",16287129,2006,"United States",16287129,"P50",2.35737175311987,"BIOC",45.6327212020033,0.0676341088502723,0.717863105175292
"3551","Godzik, Adam","Wilson, Ian A",16287129,"Undirected",16287129,2006,"United States",16287129,"P50",2.35737175311987,"BIOC",45.6327212020033,0.0676341088502723,0.717863105175292
"3552","Stevens, Raymond C","Wilson, Ian A",16287129,"Undirected",16287129,2006,"United States",16287129,"P50",2.35737175311987,"BIOC",45.6327212020033,0.0676341088502723,0.717863105175292
"3553","Godzik, Adam","Stevens, Raymond C",16544291,"Undirected",16544291,2006,"United States",16544291,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3554","Godzik, Adam","Wilson, Ian A",16544291,"Undirected",16544291,2006,"United States",16544291,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3555","Stevens, Raymond C","Wilson, Ian A",16544291,"Undirected",16544291,2006,"United States",16544291,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3556","Godzik, Adam","Stevens, Raymond C",16865707,"Undirected",16865707,2006,"United States",16865707,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3557","Godzik, Adam","Wilson, Ian A",16865707,"Undirected",16865707,2006,"United States",16865707,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3558","Stevens, Raymond C","Wilson, Ian A",16865707,"Undirected",16865707,2006,"United States",16865707,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3559","Godzik, Adam","Stevens, Raymond C",16865708,"Undirected",16865708,2006,"United States",16865708,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3560","Godzik, Adam","Wilson, Ian A",16865708,"Undirected",16865708,2006,"United States",16865708,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3561","Stevens, Raymond C","Wilson, Ian A",16865708,"Undirected",16865708,2006,"United States",16865708,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3562","Godzik, Adam","Stevens, Raymond C",16927339,"Undirected",16927339,2006,"United States",16927339,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3563","Godzik, Adam","Wilson, Ian A",16927339,"Undirected",16927339,2006,"United States",16927339,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3564","Stevens, Raymond C","Wilson, Ian A",16927339,"Undirected",16927339,2006,"United States",16927339,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3565","Godzik, Adam","Stevens, Raymond C",16783794,"Undirected",16783794,2006,"United States",16783794,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3566","Godzik, Adam","Wilson, Ian A",16783794,"Undirected",16783794,2006,"United States",16783794,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3567","Stevens, Raymond C","Wilson, Ian A",16783794,"Undirected",16783794,2006,"United States",16783794,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3568","Godzik, Adam","Stevens, Raymond C",18004772,"Undirected",18004772,2008,"United States",18004772,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3569","Godzik, Adam","Wilson, Ian A",18004772,"Undirected",18004772,2008,"United States",18004772,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3570","Stevens, Raymond C","Wilson, Ian A",18004772,"Undirected",18004772,2008,"United States",18004772,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"3571","Fitzpatrick, Paul F","Stevens, Raymond C",18556022,"Undirected",18556022,2008,"England",18556022,"U01",2.35737175311987,"BIOC",63.5674418604651,0.0676341088502723,1
"3572","Fitzpatrick, Paul F","Stevens, Raymond C",19095795,"Undirected",19095795,2008,"United States",19095795,"U01",17.769638648861,"MULT",63.5674418604651,0.509819324430479,1
"3573","Millar, David P","Stevens, Raymond C",26578769,"Undirected",26578769,2015,"United States",26578769,"P50",17.769638648861,"MULT",45.6327212020033,0.509819324430479,0.717863105175292
"3574","Liu, Yi","Montminy, Marc R",20133702,"Undirected",20133702,2010,"United States",20133702,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"3575","Liu, Yi","Montminy, Marc R",18849969,"Undirected",18849969,2008,"England",18849969,"R37",11.7715919124856,"MULT",8.29643868878996,0.337732531025857,0.130513961958721
"3576","Romesberg, Floyd E","Goodman, Myron F",17560274,"Undirected",17560274,2007,"United States",17560274,"R01",13.8756325716915,"IMMU",1.71922762437889,0.398098451157798,0.0270457261462985
"3577","Warshel, Arieh","Goodman, Myron F",17209556,"Undirected",17209556,2007,"United States",17209556,"R37",4.06545846461507,"MEDI",8.29643868878996,0.116639923235754,0.130513961958721
"3578","Warshel, Arieh","Goodman, Myron F",18161950,"Undirected",18161950,2008,"United States",18161950,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"3579","Olson, Arthur J","Wu, Jane Y",17579775,"Undirected",17579775,2007,"England",17579775,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"3580","Olson, Arthur J","Cravatt, Benjamin F",17579775,"Undirected",17579775,2007,"England",17579775,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"3581","Wu, Jane Y","Cravatt, Benjamin F",17579775,"Undirected",17579775,2007,"England",17579775,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"3582","Schultz, Peter G","Cravatt, Benjamin F",20823227,"Undirected",20823227,2010,"United States",20823227,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"3583","Elledge, Stephen J","Sinclair, David A",24556985,"Undirected",24556985,2014,"United States",24556985,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"3584","Markley, John L","Lutsenko, Svetlana",16567646,"Undirected",16567646,2006,"United States",16567646,"P01",10.0635052009904,"MULT",11.1887024150634,0.288726716640376,0.176013098649202
"3585","Chaiken, Irwin M","Sodroski, Joseph G",16956933,"Undirected",16956933,2006,"United States",16956933,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"3586","Freire, Ernesto","Sodroski, Joseph G",19535453,"Undirected",19535453,2009,"United States",19535453,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"3587","Hendrickson, Wayne A","Sodroski, Joseph G",12208966,"Undirected",12208966,2002,"United States",12208966,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"3588","Shapiro, Lawrence","Sodroski, Joseph G",22451932,"Undirected",22451932,2012,"United States",22451932,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"3589","Freire, Ernesto","Sodroski, Joseph G",22647699,"Undirected",22647699,2012,"United States",22647699,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"3590","Parker, Ian","Cahalan, Michael D",18820677,"Undirected",18820677,2008,"England",18820677,"P30",17.769638648861,"MULT",30.2144436256448,0.509819324430479,0.475313190862196
"3591","Parker, Ian","Cahalan, Michael D",12415310,"Undirected",12415310,2002,"England",12415310,"R01",13.8756325716915,"IMMU",1.71922762437889,0.398098451157798,0.0270457261462985
"3592","Parker, Ian","Cahalan, Michael D",12900266,"Undirected",12900266,2003,"England",12900266,"R01",9.82458887390086,"IMMU",1.71922762437889,0.281872094389517,0.0270457261462985
"3593","Parker, Ian","Cahalan, Michael D",15857154,"Undirected",15857154,2005,"United States",15857154,"R01",29.6762873073139,"ARTS",1.71922762437889,0.851426697277796,0.0270457261462985
"3594","Parker, Ian","Cahalan, Michael D",15928201,"Undirected",15928201,2005,"United States",15928201,"R01",13.8756325716915,"IMMU",1.71922762437889,0.398098451157798,0.0270457261462985
"3595","Parker, Ian","Cahalan, Michael D",17609379,"Undirected",17609379,2007,"United States",17609379,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"3596","Parker, Ian","Cahalan, Michael D",24843159,"Undirected",24843159,2014,"United States",24843159,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"3597","Hill, Christopher P","Jorgensen, Erik M",21642972,"Undirected",21642972,2011,"United States",21642972,"R37",34.8547765793529,"NEUR",8.29643868878996,1,0.130513961958721
"3598","Bartel, David P","Young, Richard A",16630818,"Undirected",16630818,2006,"United States",16630818,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3599","Workman, Jerry L","Young, Richard A",15494307,"Undirected",15494307,2004,"United States",15494307,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3600","Marmorstein, Ronen","Spiegel, Sarah",19729656,"Undirected",19729656,2009,"United States",19729656,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"3601","Snyder, Michael P","Emanuel, Beverly S",16537408,"Undirected",16537408,2006,"United States",16537408,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"3602","Snyder, Michael P","Weissman, Sherman M",16537408,"Undirected",16537408,2006,"United States",16537408,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"3603","Emanuel, Beverly S","Weissman, Sherman M",16537408,"Undirected",16537408,2006,"United States",16537408,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"3604","Dong, Ke","Ehrlich, Barbara E",25365220,"Undirected",25365220,2014,"United States",25365220,"P50",5.77354517611026,"MEDI",45.6327212020033,0.165645737621235,0.717863105175292
"3605","Neubig, Richard R","Javitch, Jonathan A",19098122,"Undirected",19098122,2009,"United States",19098122,"P01",16.0412023023155,"PHAR",11.1887024150634,0.460229669405425,0.176013098649202
"3606","Neubig, Richard R","Devi, Lakshmi A",20501551,"Undirected",20501551,2010,"England",20501551,"R01",9.11832046175154,"COMP",1.71922762437889,0.261608920114353,0.0270457261462985
"3607","Neubig, Richard R","Javitch, Jonathan A",20501551,"Undirected",20501551,2010,"England",20501551,"R01",9.11832046175154,"COMP",1.71922762437889,0.261608920114353,0.0270457261462985
"3608","Neubig, Richard R","Palczewski, Krzysztof",20501551,"Undirected",20501551,2010,"England",20501551,"R01",9.11832046175154,"COMP",1.71922762437889,0.261608920114353,0.0270457261462985
"3609","Devi, Lakshmi A","Javitch, Jonathan A",20501551,"Undirected",20501551,2010,"England",20501551,"R01",9.11832046175154,"COMP",1.71922762437889,0.261608920114353,0.0270457261462985
"3610","Devi, Lakshmi A","Palczewski, Krzysztof",20501551,"Undirected",20501551,2010,"England",20501551,"R01",9.11832046175154,"COMP",1.71922762437889,0.261608920114353,0.0270457261462985
"3611","Javitch, Jonathan A","Palczewski, Krzysztof",20501551,"Undirected",20501551,2010,"England",20501551,"R01",9.11832046175154,"COMP",1.71922762437889,0.261608920114353,0.0270457261462985
"3612","Chan, David C","Moraes, Carlos T",26159306,"Undirected",26159306,2015,"United States",26159306,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"3613","Beutler, Bruce A","Wilson, Ian A",16921381,"Undirected",16921381,2006,"United States",16921381,"U54",13.8756325716915,"IMMU",40.2958230958231,0.398098451157798,0.633906633906634
"3614","Beutler, Bruce A","Kronenberg, Mitchell",16921381,"Undirected",16921381,2006,"United States",16921381,"U54",13.8756325716915,"IMMU",40.2958230958231,0.398098451157798,0.633906633906634
"3615","Wilson, Ian A","Kronenberg, Mitchell",16921381,"Undirected",16921381,2006,"United States",16921381,"U54",13.8756325716915,"IMMU",40.2958230958231,0.398098451157798,0.633906633906634
"3616","Beutler, Bruce A","Kronenberg, Mitchell",20660713,"Undirected",20660713,2010,"United States",20660713,"R37",9.82458887390086,"IMMU",8.29643868878996,0.281872094389517,0.130513961958721
"3617","Walter, Peter","Kelly, Jeffery W",27435961,"Undirected",27435961,2016,"England",27435961,"R01",14.2153315200686,"NEUR",1.71922762437889,0.407844574407326,0.0270457261462985
"3618","Parkinson, John S","Salzberg, Steven L",17885136,"Undirected",17885136,2007,"United States",17885136,"R01",11.7715919124856,"MULT",1.71922762437889,0.337732531025857,0.0270457261462985
"3619","Koretzky, Gary A","Wu, Gary D",15494513,"Undirected",15494513,2004,"United States",15494513,"P30",13.8756325716915,"IMMU",30.2144436256448,0.398098451157798,0.475313190862196
"3620","Koretzky, Gary A","Marks, Michael S",25178411,"Undirected",25178411,2014,"England",25178411,"R01",9.60692331452203,"PHYS",1.71922762437889,0.275627166699813,0.0270457261462985
"3621","Cafiso, David S","Bushweller, John H",23898196,"Undirected",23898196,2013,"United States",23898196,"P30",17.769638648861,"MULT",30.2144436256448,0.509819324430479,0.475313190862196
"3622","Cafiso, David S","Bushweller, John H",18922471,"Undirected",18922471,2008,"United States",18922471,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3623","Elledge, Stephen J","Pagano, Michele",15520277,"Undirected",15520277,2004,"United States",15520277,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"3624","Ragsdale, Stephen W","Banerjee, Ruma V",14527323,"Undirected",14527323,2003,"United States",14527323,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3625","Groves, John T","Banerjee, Ruma V",16505479,"Undirected",16505479,2006,"United States",16505479,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3626","Belitsky, Boris R","Smith, Janet L",15911615,"Undirected",15911615,2005,"United States",15911615,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3627","Sherman, David H","Smith, Janet L",18772425,"Undirected",18772425,2008,"United States",18772425,"R01",11.7715919124856,"MULT",1.71922762437889,0.337732531025857,0.0270457261462985
"3628","Ragsdale, Stephen W","Hoffman, Brian M",25849895,"Undirected",25849895,2015,"United States",25849895,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3629","Rosenzweig, Amy C","Hoffman, Brian M",12634423,"Undirected",12634423,2003,"United States",12634423,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"3630","Stubbe, Joanne","Hoffman, Brian M",15667224,"Undirected",15667224,2005,"United States",15667224,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3631","Olson, Arthur J","Elder, John H",15592478,"Undirected",15592478,2005,"United States",15592478,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3632","Tomkinson, Alan E","Jaiswal, Anil K",25976679,"Undirected",25976679,2015,"United States",25976679,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"3633","Jacobsen, Steven E","Rao, Anjana",25071199,"Undirected",25071199,2014,"United States",25071199,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"3634","Kirchhausen, Tomas","Rao, Anjana",15537643,"Undirected",15537643,2005,"United States",15537643,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3635","Jacobsen, Steven E","Rao, Anjana",23415914,"Undirected",23415914,2013,"United States",23415914,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3636","Kowalczykowski, Stephen C","Dutta, Anindya",26215093,"Undirected",26215093,2015,"England",26215093,"R01",9.60692331452203,"PHYS",1.71922762437889,0.275627166699813,0.0270457261462985
"3637","Glick, Benjamin S","Piston, David W",16368785,"Undirected",16368785,2006,"United States",16368785,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3638","Grossman, Alan D","Sauer, Robert T",16135238,"Undirected",16135238,2005,"England",16135238,"R01",8.11650216240566,"IMMU",1.71922762437889,0.232866280004035,0.0270457261462985
"3639","Walter, Peter","Farese, Robert V",18408709,"Undirected",18408709,2008,"England",18408709,"R21",17.769638648861,"MULT",13.8376645291934,0.509819324430479,0.217684778940263
"3640","Egelman, Edward H","Sung, Patrick",20871616,"Undirected",20871616,2010,"United States",20871616,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"3641","Keeney, Scott","Sung, Patrick",21307306,"Undirected",21307306,2011,"United States",21307306,"P01",17.769638648861,"MULT",11.1887024150634,0.509819324430479,0.176013098649202
"3642","Rice, Phoebe A","Sung, Patrick",21738226,"Undirected",21738226,2011,"England",21738226,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3643","Cane, David E","Puglisi, Joseph D",17893358,"Undirected",17893358,2007,"United States",17893358,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3644","Cane, David E","Khosla, Chaitan",17893358,"Undirected",17893358,2007,"United States",17893358,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3645","Puglisi, Joseph D","Khosla, Chaitan",17893358,"Undirected",17893358,2007,"United States",17893358,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3646","Cane, David E","Khosla, Chaitan",26878060,"Undirected",26878060,2016,"",26878060,"R01",14.171182458888,"NULL.",1.71922762437889,0.406577916992952,0.0270457261462985
"3647","Puglisi, Joseph D","Khosla, Chaitan",12705828,"Undirected",12705828,2003,"United States",12705828,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3648","Altman, Russ B","Shuldiner, Alan R",22027650,"Undirected",22027650,2012,"United States",22027650,"U01",4.06545846461507,"MEDI",63.5674418604651,0.116639923235754,1
"3649","Cleveland, Don W","Hedrick, Stephen M",27112497,"Undirected",27112497,2016,"United States",27112497,"R01",34.8547765793529,"NEUR",1.71922762437889,1,0.0270457261462985
"3650","Kiessling, Laura L","Rapraeger, Alan C",14871072,"Undirected",14871072,2004,"United States",14871072,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"3651","Singer, Robert H","Condeelis, John S",15574765,"Undirected",15574765,2004,"United States",15574765,"P01",4.06545846461507,"MEDI",11.1887024150634,0.116639923235754,0.176013098649202
"3652","Singer, Robert H","Condeelis, John S",15601261,"Undirected",15601261,2005,"England",15601261,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3653","Singer, Robert H","Condeelis, John S",12414658,"Undirected",12414658,2002,"United States",12414658,"R33",4.06545846461507,"MEDI",13.8376645291934,0.116639923235754,0.217684778940263
"3654","Tamm, Lukas K","White, Judith M",21690393,"Undirected",21690393,2011,"United States",21690393,"U54",17.769638648861,"MULT",40.2958230958231,0.509819324430479,0.633906633906634
"3655","Miller, Scott J","Raines, Ronald T",15957905,"Undirected",15957905,2005,"United States",15957905,"R01",7.32479374233904,"CHEM",1.71922762437889,0.210151791553244,0.0270457261462985
"3656","Axelrod, Jeffrey D","Lester, Henry A",15728856,"Undirected",15728856,2005,"United States",15728856,"P50",34.8547765793529,"NEUR",45.6327212020033,1,0.717863105175292
"3657","Hannon, Gregory J","Schultz, Richard M",17369401,"Undirected",17369401,2007,"United States",17369401,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3658","Esko, Jeffrey D","Varki, Ajit P",22692203,"Undirected",22692203,2012,"United States",22692203,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3659","Christianson, David W","Chen, Youhai H",12941151,"Undirected",12941151,2003,"England",12941151,"R01",13.8756325716915,"IMMU",1.71922762437889,0.398098451157798,0.0270457261462985
"3660","Hannun, Yusuf A","Obeid, Lina M",21625621,"Undirected",21625621,2011,"United States",21625621,"P20",12.6024014121813,"MEDI",13.8376645291934,0.361568847916435,0.217684778940263
"3661","Hannun, Yusuf A","Obeid, Lina M",14523222,"Undirected",14523222,2003,"United States",14523222,"R01",14.171182458888,"NULL.",1.71922762437889,0.406577916992952,0.0270457261462985
"3662","Hannun, Yusuf A","Obeid, Lina M",16278291,"Undirected",16278291,2006,"United States",16278291,"R01",16.0168295302169,"BIOC",1.71922762437889,0.459530403064034,0.0270457261462985
"3663","Hannun, Yusuf A","Obeid, Lina M",18400537,"Undirected",18400537,2008,"United States",18400537,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"3664","Hannun, Yusuf A","Obeid, Lina M",21081756,"Undirected",21081756,2011,"United States",21081756,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3665","Hannun, Yusuf A","Obeid, Lina M",18815359,"Undirected",18815359,2009,"United States",18815359,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3666","Chalfie, Martin","Sternberg, Paul W",17099225,"Undirected",17099225,2007,"England",17099225,"P41",2.35737175311987,"BIOC",24.6252252252252,0.0676341088502723,0.387387387387387
"3667","Honig, Barry H","Rudnick, Gary W",18647834,"Undirected",18647834,2008,"United States",18647834,"P01",10.0635052009904,"MULT",11.1887024150634,0.288726716640376,0.176013098649202
"3668","Honig, Barry H","Rudnick, Gary W",17652169,"Undirected",17652169,2007,"United States",17652169,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"3669","Menon, Anant K","Maxfield, Frederick R",16806879,"Undirected",16806879,2006,"United States",16806879,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"3670","Godzik, Adam","Reed, John C",12775719,"Undirected",12775719,2003,"United States",12775719,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3671","Godzik, Adam","Reed, John C",18354230,"Undirected",18354230,2008,"United States",18354230,"P01",13.8756325716915,"IMMU",11.1887024150634,0.398098451157798,0.176013098649202
"3672","Godzik, Adam","Reed, John C",18503636,"Undirected",18503636,2008,"England",18503636,"P01",8.11650216240566,"IMMU",11.1887024150634,0.232866280004035,0.176013098649202
"3673","Godzik, Adam","Reed, John C",12921534,"Undirected",12921534,2003,"England",12921534,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"3674","Godzik, Adam","Reed, John C",12656673,"Undirected",12656673,2003,"England",12656673,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3675","Godzik, Adam","Reed, John C",22087307,"Undirected",22087307,2011,"United States",22087307,"R01",12.6024014121813,"MEDI",1.71922762437889,0.361568847916435,0.0270457261462985
"3676","Godzik, Adam","Reed, John C",14659883,"Undirected",14659883,2003,"Netherlands",14659883,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3677","Green, Douglas R","Thomas, David D",22588718,"Undirected",22588718,2012,"United States",22588718,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3678","Green, Douglas R","Reed, John C",22588718,"Undirected",22588718,2012,"United States",22588718,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3679","Thomas, David D","Reed, John C",22588718,"Undirected",22588718,2012,"United States",22588718,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3680","Godzik, Adam","Reed, John C",11741985,"Undirected",11741985,2002,"United States",11741985,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3681","Walter, Peter","Atkinson, John P",27841764,"Undirected",27841764,2016,"United States",27841764,"R01",5.77354517611026,"MEDI",1.71922762437889,0.165645737621235,0.0270457261462985
"3682","Altman, Russ B","Roden, Dan M",23755828,"Undirected",23755828,2013,"England",23755828,"RC2",5.77354517611026,"MEDI",13.8376645291934,0.165645737621235,0.217684778940263
"3683","Altman, Russ B","Roden, Dan M",24223155,"Undirected",24223155,2013,"United States",24223155,"U19",12.6024014121813,"MEDI",13.8376645291934,0.361568847916435,0.217684778940263
"3684","Altman, Russ B","Roden, Dan M",23449577,"Undirected",23449577,2013,"United States",23449577,"U01",11.7715919124856,"MULT",63.5674418604651,0.337732531025857,1
"3685","Lee, Jeannie T","Avruch, Joseph",19878874,"Undirected",19878874,2009,"United States",19878874,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"3686","Lee, Jeannie T","Avruch, Joseph",18942145,"Undirected",18942145,2008,"United States",18942145,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"3687","Weisman, Lois S","Ratain, Mark J",27143689,"Undirected",27143689,2016,"United States",27143689,"U01",4.06545846461507,"MEDI",63.5674418604651,0.116639923235754,1
"3688","Giacomini, Kathleen M","Ratain, Mark J",22142827,"Undirected",22142827,2012,"United States",22142827,"U01",4.06545846461507,"MEDI",63.5674418604651,0.116639923235754,1
"3689","Gao, Jiali","Thomas, David D",27547920,"Undirected",27547920,2016,"United States",27547920,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3690","Kolter, Roberto G","Moore, Bradley S",25807046,"Undirected",25807046,2015,"England",25807046,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"3691","Schmid, Sandra L","Vallee, Richard B",16141317,"Undirected",16141317,2005,"United States",16141317,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"3692","Bustamante, Carlos J","Berger, James M",24373746,"Undirected",24373746,2013,"United States",24373746,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3693","Doudna, Jennifer A","Berger, James M",25131990,"Undirected",25131990,2014,"United States",25131990,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"3694","Voelker, Dennis R","Murphy, Robert C",25575758,"Undirected",25575758,2015,"United States",25575758,"P01",4.06545846461507,"MEDI",11.1887024150634,0.116639923235754,0.176013098649202
"3695","Voelker, Dennis R","Murphy, Robert C",14676186,"Undirected",14676186,2004,"United States",14676186,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"3696","Kolter, Roberto G","Clardy, Jon",27013050,"Undirected",27013050,2016,"United States",27013050,"U19",14.171182458888,"NULL.",13.8376645291934,0.406577916992952,0.217684778940263
"3697","Schreiber, Stuart L","Clardy, Jon",19317450,"Undirected",19317450,2009,"United States",19317450,"R21",16.0412023023155,"PHAR",13.8376645291934,0.460229669405425,0.217684778940263
